ID,CATEGORY,GENE_FOUND,CONTENT_FOUND
RHPN2,UNKNOWN,True,False
GRK5,UNKNOWN,True,False
ELL,Oncogene,True,True
STK17B,UNKNOWN,True,False
RPS6KB2,UNKNOWN,True,False
DDX10,UNKNOWN,True,False
PDCD1,UNKNOWN,True,False
MCM3AP,UNKNOWN,True,False
TBX22,UNKNOWN,True,False
EP300,UNKNOWN,True,False
CASC5,UNKNOWN,True,False
THBS3,UNKNOWN,True,False
ANAPC5,UNKNOWN,True,False
RRM2,UNKNOWN,True,False
NEDD8,UNKNOWN,True,False
NOV,Oncogene,True,True
NFKB2,Oncogene,True,True
TET1,UNKNOWN,True,False
KIAA1804,UNKNOWN,True,False
NGFR,UNKNOWN,True,False
AKAP9,UNKNOWN,True,False
EPHA6,UNKNOWN,True,False
LPP,UNKNOWN,True,False
ABCA3,UNKNOWN,True,False
PABPN1,UNKNOWN,True,False
ABCC4,UNKNOWN,True,False
HMGA1,UNKNOWN,True,False
IFNA2,UNKNOWN,True,False
PAK4,UNKNOWN,True,False
HOXD13,UNKNOWN,True,False
GPR87,UNKNOWN,True,False
STK17A,UNKNOWN,True,False
CSNK1G3,UNKNOWN,True,False
RARA,Oncogene,True,True
RIPK1,UNKNOWN,True,False
PRKAR1B,UNKNOWN,True,False
PIP4K2C,UNKNOWN,True,False
NEK9,UNKNOWN,True,False
ROCK1,UNKNOWN,True,True
NTSR1,UNKNOWN,True,False
FGFR3,Oncogene,True,True
ACACB,UNKNOWN,True,False
CDH11,UNKNOWN,True,False
PAFAH1B2,UNKNOWN,True,False
BGLAP,UNKNOWN,True,False
OXSR1,UNKNOWN,True,False
PI4K2A,UNKNOWN,True,False
SOS1,UNKNOWN,True,False
GMPS,UNKNOWN,True,False
FANCF,UNKNOWN,True,False
RGL1,UNKNOWN,True,False
ITGA10,UNKNOWN,True,False
OGG1,UNKNOWN,True,True
GRIN2A,UNKNOWN,True,False
RUNX2,Oncogene,True,True
LIFR,UNKNOWN,True,False
AXL,Oncogene,True,True
SLC14A1,UNKNOWN,True,False
ERCC4,UNKNOWN,True,False
FLNB,UNKNOWN,True,False
STK19,UNKNOWN,True,False
STK3,UNKNOWN,True,False
PGGT1B,UNKNOWN,True,False
NLRP10,UNKNOWN,True,False
PLD1,UNKNOWN,True,False
TTN,UNKNOWN,True,True
TLR9,UNKNOWN,True,False
SRPK2,UNKNOWN,True,False
NIPBL,UNKNOWN,True,False
MRE11A,UNKNOWN,True,False
COL4A3BP,UNKNOWN,True,False
CXCR2,UNKNOWN,True,False
LMO1,Oncogene,True,True
FZD1,UNKNOWN,True,False
MKNK1,UNKNOWN,True,False
STK35,UNKNOWN,True,False
TRIM33,UNKNOWN,True,False
DYRK3,UNKNOWN,True,False
BAI1,UNKNOWN,True,False
NCAPD3,UNKNOWN,True,False
MARK1,UNKNOWN,True,False
PSMA4,UNKNOWN,True,False
SEPT9,UNKNOWN,True,False
BAX,Other,True,True
CREBBP,UNKNOWN,True,False
MAP3K10,UNKNOWN,True,False
PIK3C2B,UNKNOWN,True,False
DAPK2,UNKNOWN,True,False
ACVR1C,UNKNOWN,True,False
ADK,UNKNOWN,True,False
NRBP1,UNKNOWN,True,False
WRN,UNKNOWN,True,False
BRSK1,UNKNOWN,True,False
MAFB,Oncogene,True,True
CTBP2,Tumor suppressor gene,True,True
STAC2,UNKNOWN,True,False
PTPRU,UNKNOWN,True,False
CIC,UNKNOWN,True,False
FAM159A,UNKNOWN,True,False
BRD4,UNKNOWN,True,False
FANCB,UNKNOWN,True,False
BRCC3,UNKNOWN,True,False
TFRC,UNKNOWN,True,False
BAD,UNKNOWN,True,False
RGL2,UNKNOWN,True,False
PIK3C2A,UNKNOWN,True,False
KCTD14,UNKNOWN,True,False
CDC5L,Oncogene,True,True
LGR5,UNKNOWN,True,False
TNFRSF9,UNKNOWN,True,False
GNAS,Oncogene,True,True
FANCC,UNKNOWN,True,False
PTPRC,UNKNOWN,True,True
MEF2A,UNKNOWN,True,False
NEK4,UNKNOWN,True,False
LETM2,UNKNOWN,True,False
TXK,UNKNOWN,True,False
STK16,UNKNOWN,True,False
PCM1,UNKNOWN,True,False
MYO18B,UNKNOWN,True,False
KDR,UNKNOWN,True,False
FANCL,UNKNOWN,True,False
LMNA,UNKNOWN,True,False
ATF2,UNKNOWN,True,False
EPHA7,UNKNOWN,True,False
TPH1,UNKNOWN,True,True
DFNA5,Tumor suppressor gene,True,True
PPM1E,UNKNOWN,True,False
TNFRSF13C,UNKNOWN,True,False
MYCN,Oncogene,True,True
LHFP,UNKNOWN,True,False
NIN,UNKNOWN,True,False
EEF2K,UNKNOWN,True,False
SLC22A3,UNKNOWN,True,False
HSF1,UNKNOWN,True,False
ABI1,UNKNOWN,True,False
ALDH7A1,UNKNOWN,True,False
ELK1,Oncogene,True,True
PAPPA,UNKNOWN,True,True
IRF4,Oncogene,True,True
PRKAA2,UNKNOWN,True,False
FANCI,UNKNOWN,True,False
PIK3R4,UNKNOWN,True,False
EGF,UNKNOWN,True,False
ADCK5,UNKNOWN,True,False
BRD3,UNKNOWN,True,False
CASP6,UNKNOWN,True,False
SGK2,UNKNOWN,True,False
CHD9,UNKNOWN,True,False
DNAH8,UNKNOWN,True,False
TSC1,Tumor suppressor gene,True,True
NTRK1,Oncogene,True,True
KIAA2022,UNKNOWN,True,False
FYN,Oncogene,True,True
NEK11,UNKNOWN,True,False
IL3,UNKNOWN,True,False
GATA1,UNKNOWN,True,False
BRDT,UNKNOWN,True,False
TESK1,UNKNOWN,True,False
TAB2,UNKNOWN,True,False
CDK9,UNKNOWN,True,False
PRKG1,UNKNOWN,True,False
HSP90AB1,UNKNOWN,True,False
FAM132A,UNKNOWN,True,False
CDKN1A,Tumor suppressor gene,True,True
MITF,UNKNOWN,True,False
TMEM200A,UNKNOWN,True,False
PAX5,Oncogene,True,True
PKDCC,UNKNOWN,True,False
ERC1,UNKNOWN,True,False
PPARG,UNKNOWN,True,False
HIST1H4I,UNKNOWN,True,False
ITK,UNKNOWN,True,False
F12,UNKNOWN,True,False
AATK,UNKNOWN,True,False
HOXD11,UNKNOWN,True,False
SEPT6,UNKNOWN,True,False
JARID2,UNKNOWN,True,False
RPS6KA1,UNKNOWN,True,False
MAPK1,UNKNOWN,True,True
TFE3,Tumor suppressor gene,True,True
EEF1D,UNKNOWN,True,False
EIF2AK1,UNKNOWN,True,False
EIF4EBP1,UNKNOWN,True,False
NCAM1,UNKNOWN,True,False
CDK3,Other,True,True
MAPKAPK2,UNKNOWN,True,False
HERC2,UNKNOWN,True,False
MELK,UNKNOWN,True,False
NEK6,UNKNOWN,True,False
CSF3R,UNKNOWN,True,False
APAF1,Tumor suppressor gene,True,True
IDH1,UNKNOWN,True,False
NEK8,UNKNOWN,True,False
AKAP6,UNKNOWN,True,False
NOTCH3,UNKNOWN,True,False
HDAC3,UNKNOWN,True,False
IKZF1,UNKNOWN,True,False
LMO2,Oncogene,True,True
CTNNA2,UNKNOWN,True,False
MAP2K6,UNKNOWN,True,False
DAPK1,Tumor suppressor gene,True,True
PRCC,UNKNOWN,True,False
YWHAH,UNKNOWN,True,False
IKBKB,UNKNOWN,True,False
FPGT,UNKNOWN,True,False
SPEG,UNKNOWN,True,False
FSCB,UNKNOWN,True,False
STARD3,UNKNOWN,True,False
FES,Oncogene,True,True
PALB2,UNKNOWN,True,False
MYB,Oncogene,True,True
TBK1,UNKNOWN,True,False
THRAP3,UNKNOWN,True,False
CDK2,Other,True,True
NUDT10,UNKNOWN,True,False
MAPK15,UNKNOWN,True,False
CIITA,UNKNOWN,True,False
BCL2,Oncogene,True,True
PPP1R3A,UNKNOWN,True,False
LRGUK,UNKNOWN,True,False
LATS1,Tumor suppressor gene,True,True
ATR,UNKNOWN,True,True
NOTCH1,UNKNOWN,True,False
NUAK1,UNKNOWN,True,False
PRDM16,UNKNOWN,True,False
ZAK,UNKNOWN,True,False
ADAM22,UNKNOWN,True,False
NR1H3,UNKNOWN,True,False
PKN2,UNKNOWN,True,False
MAST2,UNKNOWN,True,False
XPA,UNKNOWN,True,False
RHOA,Other,True,True
MYT1,UNKNOWN,True,False
RHOH,Other,True,True
TACC3,Other,True,True
PIK3CB,UNKNOWN,True,False
CDK17,UNKNOWN,True,False
YES1,Oncogene,True,True
MAP3K1,UNKNOWN,True,False
FASN,UNKNOWN,True,False
TSSK4,UNKNOWN,True,False
MAP3K4,UNKNOWN,True,False
CSF2,UNKNOWN,True,False
ACVR1B,UNKNOWN,True,False
MYST3,UNKNOWN,True,False
BAK1,UNKNOWN,True,False
SDCCAG8,UNKNOWN,True,False
MAML1,UNKNOWN,True,False
POU5F1B,UNKNOWN,True,False
DYRK4,UNKNOWN,True,False
MSH6,Other,True,True
NLRP3,UNKNOWN,True,False
HUNK,UNKNOWN,True,False
ASPH,UNKNOWN,True,False
CDK4,Oncogene,True,True
FGFR1,Oncogene,True,True
WLS,UNKNOWN,True,False
CDC42,UNKNOWN,True,False
PLAG1,UNKNOWN,True,False
DTX1,UNKNOWN,True,False
VDAC1,UNKNOWN,True,False
TGFB1,Oncogene,True,True
ICK,UNKNOWN,True,False
BRAF,UNKNOWN,True,False
MAP2K5,UNKNOWN,True,False
CXCL10,UNKNOWN,True,False
PI4KB,UNKNOWN,True,False
PRAME,UNKNOWN,True,False
IRAK4,UNKNOWN,True,False
CAMK1,UNKNOWN,True,False
EIF4E,UNKNOWN,True,False
ADAMTS19,UNKNOWN,True,False
ZMYND10,UNKNOWN,True,False
CLK3,UNKNOWN,True,False
IKZF3,UNKNOWN,True,False
KPNA5,UNKNOWN,True,False
SBK2,UNKNOWN,True,False
ARNT,UNKNOWN,True,False
LOC100130776,UNKNOWN,True,False
ADCK2,UNKNOWN,True,False
WHSC1,Oncogene,True,True
RPS6KA6,UNKNOWN,True,False
RPL22,UNKNOWN,True,False
LAMA1,UNKNOWN,True,False
VDR,UNKNOWN,True,False
SIK2,UNKNOWN,True,False
MARK4,UNKNOWN,True,False
FASTK,UNKNOWN,True,False
NYNRIN,UNKNOWN,True,False
TNFRSF18,UNKNOWN,True,False
MAPK13,UNKNOWN,True,False
RPS6KA5,UNKNOWN,True,False
TNFRSF8,UNKNOWN,True,False
MST1R,UNKNOWN,True,False
BCKDK,UNKNOWN,True,False
RBL1,UNKNOWN,True,False
GPR183,UNKNOWN,True,False
PLCG2,UNKNOWN,True,False
PMS1,Other,True,True
ADAM32,UNKNOWN,True,False
SRPK1,UNKNOWN,True,False
KDM5A,UNKNOWN,True,False
NEK7,UNKNOWN,True,False
DDR2,UNKNOWN,True,True
NEK5,UNKNOWN,True,False
TNFRSF10B,UNKNOWN,True,False
HECW1,UNKNOWN,True,False
CYP17A1,UNKNOWN,True,False
GPC3,UNKNOWN,True,False
STRN4,UNKNOWN,True,False
PDE4DIP,UNKNOWN,True,False
MAGEB16,UNKNOWN,True,False
EWSR1,Oncogene,True,True
PRKACG,UNKNOWN,True,False
CREB3L2,UNKNOWN,True,False
CAMK2A,UNKNOWN,True,False
EIF4A2,UNKNOWN,True,False
PIK3CD,UNKNOWN,True,False
BCL11B,UNKNOWN,True,False
VAV1,Oncogene,True,True
TOX3,UNKNOWN,True,False
TRAF2,UNKNOWN,True,True
BCL2A1,UNKNOWN,True,False
GLYATL2,UNKNOWN,True,False
TLK2,UNKNOWN,True,False
ERLIN2,UNKNOWN,True,False
FAM123B,UNKNOWN,True,False
RASA1,UNKNOWN,True,False
MCM4,UNKNOWN,True,False
SMAD2,Tumor suppressor gene,True,True
ID1,UNKNOWN,True,False
ASTN1,UNKNOWN,True,False
BIRC6,UNKNOWN,True,False
STK10,UNKNOWN,True,False
RNF130,UNKNOWN,True,False
EIF2B5,UNKNOWN,True,False
CASP2,UNKNOWN,True,False
GOLGA5,Oncogene,True,True
CHD1,UNKNOWN,True,True
MYH9,UNKNOWN,True,False
EPHA5,UNKNOWN,True,False
JUN,Oncogene,True,True
RPS6KB1,UNKNOWN,True,False
CEP110,UNKNOWN,True,False
RAD21,UNKNOWN,True,False
RPS6KA4,UNKNOWN,True,False
KEAP1,UNKNOWN,True,False
TOE1,UNKNOWN,True,False
MST4,UNKNOWN,True,False
NEK1,UNKNOWN,True,False
ALPK1,UNKNOWN,True,False
HSPB1,UNKNOWN,True,False
DMPK,UNKNOWN,True,False
PRKCI,Oncogene,True,True
VHL,Tumor suppressor gene,True,True
PHIP,UNKNOWN,True,False
TLK1,UNKNOWN,True,False
MSH3,Other,True,True
CYB5R4,UNKNOWN,True,False
EML4,UNKNOWN,True,False
RNASEL,UNKNOWN,True,False
DACH1,UNKNOWN,True,False
RUNX1T1,Oncogene,True,True
FUS,Oncogene,True,True
TPM3,UNKNOWN,True,False
PSKH1,UNKNOWN,True,False
CBL,Oncogene,True,True
SP110,UNKNOWN,True,False
RBM15,UNKNOWN,True,False
DCLK3,UNKNOWN,True,False
MTCP1NB,UNKNOWN,True,False
IRS2,UNKNOWN,True,False
NACA,UNKNOWN,True,False
BLM,Tumor suppressor gene,True,True
ZNF497,UNKNOWN,True,False
CCR1,UNKNOWN,True,False
NUP98,Other,True,True
P4HB,UNKNOWN,True,False
EIF4A1,UNKNOWN,True,False
MYBL2,Oncogene,True,True
CYLD,Tumor suppressor gene,True,True
URB2,UNKNOWN,True,False
ELF4,UNKNOWN,True,False
ATIC,UNKNOWN,True,False
PPP3CA,UNKNOWN,True,False
PXN,UNKNOWN,True,False
ITGA5,UNKNOWN,True,False
TNK1,UNKNOWN,True,False
TPR,UNKNOWN,True,False
PPAPDC1B,UNKNOWN,True,False
ARHGEF10,UNKNOWN,True,False
PCDH15,UNKNOWN,True,False
PDK3,UNKNOWN,True,False
IRS1,UNKNOWN,True,False
TGFB2,UNKNOWN,True,True
PRKACA,UNKNOWN,True,False
DBN1,UNKNOWN,True,False
TOX,UNKNOWN,True,False
SFPQ,UNKNOWN,True,False
SEPT5,UNKNOWN,True,False
FHIT,Tumor suppressor gene,True,True
ERCC6,UNKNOWN,True,False
TLR7,UNKNOWN,True,False
ACOXL,UNKNOWN,True,False
CAMK2D,UNKNOWN,True,False
TNFRSF1A,UNKNOWN,True,False
MSI2,UNKNOWN,True,False
CSNK2A1,UNKNOWN,True,False
CDKN2D,UNKNOWN,True,False
VEGFC,UNKNOWN,True,True
ECM1,UNKNOWN,True,False
NR3C1,UNKNOWN,True,False
TAF1L,UNKNOWN,True,False
KLF6,Tumor suppressor gene,True,True
HDAC1,UNKNOWN,True,False
ITGB8,UNKNOWN,True,False
ADARB2,UNKNOWN,True,False
GLG1,UNKNOWN,True,False
TRIO,Oncogene,True,True
IRAK1,UNKNOWN,True,False
MFSD2A,UNKNOWN,True,False
GLYAT,UNKNOWN,True,False
CCR5,UNKNOWN,True,False
RASA3,UNKNOWN,True,False
ETV6,Tumor suppressor gene,True,True
MLL,Oncogene,True,True
KALRN,UNKNOWN,True,False
ERBB3,Oncogene,True,True
PPARD,UNKNOWN,True,False
NPR1,UNKNOWN,True,False
NUMA1,Other,True,True
IGF1R,UNKNOWN,True,False
DICER1,UNKNOWN,True,False
RGL4,UNKNOWN,True,False
PIP5K1A,UNKNOWN,True,False
CD79B,UNKNOWN,True,False
CTSL2,UNKNOWN,True,False
ACVR2A,UNKNOWN,True,False
GADD45A,UNKNOWN,True,False
SULF2,UNKNOWN,True,False
MSH5,UNKNOWN,True,False
CASP1,UNKNOWN,True,False
CXCR7,UNKNOWN,True,False
BMPR1B,UNKNOWN,True,False
HIPK1,UNKNOWN,True,False
MATK,UNKNOWN,True,False
TAL1,Oncogene,True,True
CSNK1A1L,UNKNOWN,True,False
GHR,UNKNOWN,True,False
CACNA1F,UNKNOWN,True,False
PI4K2B,UNKNOWN,True,False
CDC25A,UNKNOWN,True,False
CYP1B1,UNKNOWN,True,False
ALPK2,UNKNOWN,True,False
ING1,Tumor suppressor gene,True,True
PDGFRA,Oncogene,True,True
MMP20,UNKNOWN,True,False
NFKB1,UNKNOWN,True,True
RFC4,UNKNOWN,True,False
CHD8,UNKNOWN,True,False
ETV4,UNKNOWN,True,False
CSNK1E,UNKNOWN,True,False
TPM4,UNKNOWN,True,False
NOS2,UNKNOWN,True,False
SORL1,UNKNOWN,True,False
MERTK,Oncogene,True,True
ERN1,UNKNOWN,True,False
CBFB,Other,True,True
CNTN6,UNKNOWN,True,False
SFRS3,UNKNOWN,True,False
STAT5A,UNKNOWN,True,False
TLX1,Oncogene,True,True
JUND,Oncogene,True,True
GAK,UNKNOWN,True,False
CCDC56,UNKNOWN,True,False
IRAK3,UNKNOWN,True,False
COL1A1,UNKNOWN,True,False
MAPKBP1,UNKNOWN,True,False
TLN1,UNKNOWN,True,False
PRKCE,UNKNOWN,True,False
SBDS,UNKNOWN,True,False
MSMB,UNKNOWN,True,False
SGK269,UNKNOWN,True,False
SMO,Tumor suppressor gene,True,True
BCL2L1,UNKNOWN,True,False
SPP1,UNKNOWN,True,False
PIK3CA,Oncogene,True,True
SGK494,UNKNOWN,True,False
GUCY2C,UNKNOWN,True,False
HGF,Oncogene,True,True
NBN,UNKNOWN,True,False
NPRL2,Tumor suppressor gene,True,True
RASGRF1,UNKNOWN,True,False
C17orf37,Oncogene,True,True
ZMYM2,UNKNOWN,True,False
CYSLTR2,UNKNOWN,True,False
LZTR1,UNKNOWN,True,False
F8,UNKNOWN,True,False
CDK1,UNKNOWN,True,False
TCL1A,Oncogene,True,True
PHKG1,UNKNOWN,True,False
ADAM28,UNKNOWN,True,False
CYCS,UNKNOWN,True,False
CARD9,UNKNOWN,True,False
COL3A1,UNKNOWN,True,False
PLAT,UNKNOWN,True,False
CDK5,UNKNOWN,True,False
CARS,UNKNOWN,True,False
CHL1,UNKNOWN,True,False
TOPBP1,UNKNOWN,True,False
LYL1,Oncogene,True,True
TCF3,UNKNOWN,True,False
MYLK3,UNKNOWN,True,False
ALK,UNKNOWN,True,False
IGFBP5,UNKNOWN,True,False
PORCN,UNKNOWN,True,False
EIF2S1,UNKNOWN,True,False
BCL10,Tumor suppressor gene,True,True
OMD,UNKNOWN,True,False
CNTN5,UNKNOWN,True,False
FEV,UNKNOWN,True,False
EIF4B,UNKNOWN,True,False
GPR112,UNKNOWN,True,False
HSPA4,UNKNOWN,True,False
GPR141,UNKNOWN,True,False
EPHB1,UNKNOWN,True,False
HSPA1B,UNKNOWN,True,False
INPP4B,UNKNOWN,True,False
ZNF643,UNKNOWN,True,False
FBN2,UNKNOWN,True,False
MIF,UNKNOWN,True,False
PAK2,UNKNOWN,True,False
USP6,Oncogene,True,True
SUZ12,UNKNOWN,True,False
NFATC1,UNKNOWN,True,False
CREB1,UNKNOWN,True,False
FBN1,UNKNOWN,True,False
ATP10A,UNKNOWN,True,False
STK33,UNKNOWN,True,False
BCL6,Oncogene,True,True
CDKL5,UNKNOWN,True,False
RELA,UNKNOWN,True,False
CCDC6,UNKNOWN,True,False
RAG1,UNKNOWN,True,False
CD40,UNKNOWN,True,False
PTK7,UNKNOWN,True,False
SMARCB1,Tumor suppressor gene,True,True
BCL2L2,Oncogene,True,True
CHUK,UNKNOWN,True,False
STK32B,UNKNOWN,True,False
MPL,Oncogene,True,True
IDH2,UNKNOWN,True,False
MYO3A,UNKNOWN,True,False
MBIP,UNKNOWN,True,False
MYH10,UNKNOWN,True,False
MECOM,UNKNOWN,True,False
LEMD1,UNKNOWN,True,False
SCYL3,UNKNOWN,True,False
CTSS,UNKNOWN,True,False
TRIP11,UNKNOWN,True,False
SRMS,UNKNOWN,True,False
DVL1,UNKNOWN,True,False
RIPK3,UNKNOWN,True,False
GRIK1,UNKNOWN,True,False
TNK2,UNKNOWN,True,False
HOXA9,Other,True,True
PTGS2,UNKNOWN,True,False
PPP3CC,UNKNOWN,True,False
ANGPTL4,UNKNOWN,True,True
ATM,UNKNOWN,True,True
CASP3,UNKNOWN,True,False
RPGRIP1,UNKNOWN,True,False
CYP2B6,UNKNOWN,True,False
AMHR2,UNKNOWN,True,False
MINK1,UNKNOWN,True,False
NCOA4,Other,True,True
MLH1,Tumor suppressor gene,True,True
NSD1,UNKNOWN,True,False
MUTYH,UNKNOWN,True,False
TFR2,UNKNOWN,True,False
C6orf97,UNKNOWN,True,False
MAP3K3,UNKNOWN,True,False
CSF3,UNKNOWN,True,False
CDK12,UNKNOWN,True,False
DIP2C,UNKNOWN,True,False
PARP9,UNKNOWN,True,False
SGK3,UNKNOWN,True,False
ERCC2,UNKNOWN,True,False
CYFIP1,UNKNOWN,True,False
IL1A,UNKNOWN,True,False
FCGR2B,UNKNOWN,True,False
PTK6,Other,True,True
CTDSPL,UNKNOWN,True,False
STK38L,UNKNOWN,True,False
PLK4,UNKNOWN,True,False
REL,Oncogene,True,True
RIPK4,UNKNOWN,True,False
SOCS3,UNKNOWN,True,False
PRKX,UNKNOWN,True,False
TAOK2,UNKNOWN,True,False
TCERG1L,UNKNOWN,True,False
SMURF2,UNKNOWN,True,False
DLC1,Tumor suppressor gene,True,True
TP53RK,UNKNOWN,True,False
CYP27B1,UNKNOWN,True,False
ITGB4,Other,True,True
RBBP8,UNKNOWN,True,False
GAS7,UNKNOWN,True,False
PDK2,UNKNOWN,True,False
CCL3,UNKNOWN,True,False
TNKS2,UNKNOWN,True,False
BUB1,Other,True,True
PIP5K1B,UNKNOWN,True,False
RPS6,UNKNOWN,True,False
ITGAV,UNKNOWN,True,False
PIP4K2B,UNKNOWN,True,False
HIPK3,UNKNOWN,True,False
ADAMTS18,UNKNOWN,True,False
STAT6,UNKNOWN,True,False
SNRK,UNKNOWN,True,False
PCNA,UNKNOWN,True,False
IL21R,UNKNOWN,True,False
RALBP1,UNKNOWN,True,False
EHBP1,UNKNOWN,True,False
TFEB,UNKNOWN,True,False
SERPINA12,UNKNOWN,True,False
PDGFA,UNKNOWN,True,False
NRK,UNKNOWN,True,False
HDAC2,UNKNOWN,True,False
MAPK3,UNKNOWN,True,False
SIRT1,UNKNOWN,True,False
WAS,UNKNOWN,True,False
SPTAN1,UNKNOWN,True,False
DFFB,UNKNOWN,True,False
KIAA1409,UNKNOWN,True,False
MLLT1,Other,True,True
PML,Tumor suppressor gene,True,True
CDK15,UNKNOWN,True,False
SMAD3,Tumor suppressor gene,True,True
VRK3,UNKNOWN,True,False
TMPO,UNKNOWN,True,False
LRRK1,UNKNOWN,True,False
NF1,Tumor suppressor gene,True,True
NF2,Tumor suppressor gene,True,True
HLF,UNKNOWN,True,False
CHEK2,Tumor suppressor gene,True,True
TRADD,UNKNOWN,True,False
HIF1A,UNKNOWN,True,False
SGK1,UNKNOWN,True,False
DUSP6,UNKNOWN,True,True
IRAK2,UNKNOWN,True,False
CXCL9,UNKNOWN,True,False
KCNH2,UNKNOWN,True,False
SPAG8,UNKNOWN,True,False
BMPR1A,UNKNOWN,True,False
NPAT,UNKNOWN,True,False
CDK18,UNKNOWN,True,False
PIP5K1C,UNKNOWN,True,False
MYH11,UNKNOWN,True,False
GATA2,UNKNOWN,True,False
AKAP12,Tumor suppressor gene,True,True
HORMAD1,UNKNOWN,True,False
PPP3CB,UNKNOWN,True,False
HDLBP,UNKNOWN,True,False
PTCH1,UNKNOWN,True,False
COPS5,Oncogene,True,True
TTK,UNKNOWN,True,False
PHKG2,UNKNOWN,True,False
PDCD11,UNKNOWN,True,False
TNFRSF4,UNKNOWN,True,False
COL18A1,Tumor suppressor gene,True,True
GRAMD1B,UNKNOWN,True,False
MAPK12,UNKNOWN,True,False
RANBP17,UNKNOWN,True,False
PRKG2,UNKNOWN,True,False
ELAVL1,UNKNOWN,True,False
BRCA1,Tumor suppressor gene,True,True
CTNNB1,UNKNOWN,True,False
PAK6,UNKNOWN,True,False
ESR1,Oncogene,True,True
STRADA,UNKNOWN,True,False
ATRX,UNKNOWN,True,False
PRKCH,UNKNOWN,True,False
FOXP1,UNKNOWN,True,False
TOP2B,UNKNOWN,True,False
NEK10,UNKNOWN,True,False
NKX2-1,Oncogene,True,True
MAPK10,UNKNOWN,True,False
BAT3,UNKNOWN,True,False
NPM1,UNKNOWN,True,False
MAK,UNKNOWN,True,False
PRKCZ,UNKNOWN,True,False
MALT1,UNKNOWN,True,False
ODZ1,UNKNOWN,True,False
INPP5D,UNKNOWN,True,False
FLT4,UNKNOWN,True,False
UBR5,UNKNOWN,True,False
FSTL3,UNKNOWN,True,False
CSPP1,UNKNOWN,True,False
BNIP3,UNKNOWN,True,False
P2RX7,UNKNOWN,True,False
PIK3R1,UNKNOWN,True,False
NGF,UNKNOWN,True,False
TOP1,UNKNOWN,True,False
NRAS,UNKNOWN,True,False
RHEB,UNKNOWN,True,False
MLLT11,Oncogene,True,True
NCOA2,UNKNOWN,True,False
CTNNB1,Oncogene,True,True
GRIA3,UNKNOWN,True,False
PLK1,Other,True,True
MAPK14,UNKNOWN,True,True
RIF1,UNKNOWN,True,False
GUCY1A2,UNKNOWN,True,False
ADAMTS2,UNKNOWN,True,False
DDB2,UNKNOWN,True,False
CLTCL1,UNKNOWN,True,False
HIPK2,UNKNOWN,True,False
CSMD3,UNKNOWN,True,False
EIF4G1,UNKNOWN,True,False
LRRC2,UNKNOWN,True,False
GPR119,UNKNOWN,True,False
AURKB,UNKNOWN,True,False
PRKD1,UNKNOWN,True,False
CCL4,UNKNOWN,True,False
PCSK7,UNKNOWN,True,False
GUCY2F,UNKNOWN,True,False
EGFR,Oncogene,True,True
PRKCB,UNKNOWN,True,True
CLPTM1L,UNKNOWN,True,False
SBK1,UNKNOWN,True,False
PIP4K2A,UNKNOWN,True,False
STK25,UNKNOWN,True,False
RARG,UNKNOWN,True,False
STRADB,UNKNOWN,True,False
CCNG1,UNKNOWN,True,False
CLTC,UNKNOWN,True,False
WNK2,UNKNOWN,True,False
EIF2AK2,Tumor suppressor gene,True,True
VRK1,UNKNOWN,True,False
EPHA4,UNKNOWN,True,False
PSEN1,UNKNOWN,True,False
WNK1,UNKNOWN,True,False
PRKD3,UNKNOWN,True,False
RGS22,UNKNOWN,True,False
MAP3K12,UNKNOWN,True,False
TNFRSF12A,UNKNOWN,True,False
FOXO4,UNKNOWN,True,True
FBXW7,Tumor suppressor gene,True,True
PXK,UNKNOWN,True,False
FBLN5,UNKNOWN,True,False
PARP1,UNKNOWN,True,False
ERBB4,Oncogene,True,True
ASH2L,UNKNOWN,True,False
MAP3K7,UNKNOWN,True,False
DLL1,UNKNOWN,True,False
STK32A,UNKNOWN,True,False
BTK,UNKNOWN,True,False
RXRA,UNKNOWN,True,False
SLC6A8,UNKNOWN,True,False
KIT,Oncogene,True,True
C15orf55,UNKNOWN,True,False
NUAK2,UNKNOWN,True,False
HRAS,Oncogene,True,True
TP73,UNKNOWN,True,False
CYP19A1,UNKNOWN,True,False
FGF19,UNKNOWN,True,False
PPP2CA,Other,True,True
MAPKAPK3,UNKNOWN,True,False
DOCK3,UNKNOWN,True,False
TNFRSF13B,UNKNOWN,True,False
LASP1,UNKNOWN,True,False
GRB7,Other,True,True
YWHAQ,UNKNOWN,True,False
RCBTB2,UNKNOWN,True,False
FBXO43,UNKNOWN,True,False
MAP4K5,UNKNOWN,True,False
GCK,UNKNOWN,True,False
IFNG,UNKNOWN,True,False
SDHB,UNKNOWN,True,False
GNRH1,UNKNOWN,True,False
VCPIP1,UNKNOWN,True,False
ABL2,Oncogene,True,True
CARD14,UNKNOWN,True,False
NKD2,UNKNOWN,True,False
FLNC,UNKNOWN,True,False
BCL2L11,UNKNOWN,True,False
MYH1,UNKNOWN,True,False
TRRAP,Other,True,True
NUP210,UNKNOWN,True,False
ITIH5L,UNKNOWN,True,False
FLT3,UNKNOWN,True,False
SS18L1,UNKNOWN,True,False
CAMKK2,UNKNOWN,True,False
CAMK4,UNKNOWN,True,False
TLR3,UNKNOWN,True,False
SRPK3,UNKNOWN,True,False
